City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,santiago,-33.4569,-70.6483,294.04,53,0,1.03,CL,1713922706
352,akonolinga,3.7667,12.25,294.45,98,100,1.24,CM,1713923097
353,melekeok village,7.4957,134.6367,303.46,79,75,4.12,PW,1713923097
354,hithadhoo,-0.6,73.0833,302.06,75,100,4.29,MV,1713923097
355,hirara,24.8,125.2833,299.3,83,75,3.09,JP,1713923098
356,fisterra,42.9049,-9.2629,284.12,79,39,8.11,ES,1713923098
357,nova sintra,14.8667,-24.7167,295.99,75,33,4.51,CV,1713923098
358,kolonia,50.9333,6.95,279.24,85,100,5.14,DE,1713923099
359,cabo san lucas,22.8909,-109.9124,301.76,50,0,2.06,MX,1713923100
360,road town,18.4167,-64.6167,301.2,83,40,2.57,VG,1713922830
361,kununurra,-15.7667,128.7333,304.14,42,68,5.66,AU,1713922809
362,sungai penuh,-2.0833,101.3833,298.64,71,82,0.55,ID,1713923103
363,tingi,-11.3,35.0333,290.28,93,100,1.21,TZ,1713923103
